Date,SalesRepID,SalesRep,SalesRepPhone,SalesRepBranch,SalesRepEmail,ProductID,Product,CustomerID,Customer,CustomerRegion,Units,UnitPrice,TotalRevenue
25/11/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR001,Rice,C001,White Rock Ltd,MEA,1,19.95,19.95
25/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR001,Rice,C002,Sterling Homes Pty,United States,3,59.85,179.55
25/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR006,Milk,C003,Holmes View Plc,Europe,2,43.9,87.8
25/11/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR001,Rice,C004,Nested Shelters,Europe,3,59.85,179.55
25/11/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR008,Power Oil,C005,Prime Waters Ltd,United States,3,75,225
25/11/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR006,Milk,C006,Jameson & Sons,Australia,3,68.85,206.55
25/11/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR002,Semolina,C007,Art House Publications,MEA,3,99,297
25/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR011,Biscuits,C008,Bunkmates LLC,Australia,14,352.52,4935.28
25/11/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR002,Semolina,C004,Nested Shelters,Europe,18,564.3,10157.4
26/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR007,Five Alive,C005,Prime Waters Ltd,United States,3,68.85,206.55
26/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR006,Milk,C001,White Rock Ltd,MEA,1,21.95,21.95
26/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR010,Noodles,C001,White Rock Ltd,MEA,2,45,90
26/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR009,Spaghetti,C002,Sterling Homes Pty,United States,1,20,20
26/11/2019,EM005,Francis Stallone,44123456785,Manchester,francis.stallone@groceryplace.com,PR001,Rice,C003,Holmes View Plc,Europe,3,59.85,179.55
26/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR001,Rice,C004,Nested Shelters,Europe,3,56.85,170.55
26/11/2019,EM013,Collins Abrahams,44123456793,London,collins.abrahams@groceryplace.com,PR002,Semolina,C005,Prime Waters Ltd,United States,4,132,528
26/11/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR006,Milk,C006,Jameson & Sons,Australia,2,45.9,91.8
26/11/2019,EM013,Collins Abrahams,44123456793,London,collins.abrahams@groceryplace.com,PR007,Five Alive,C007,Art House Publications,MEA,1,22.95,22.95
26/11/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR009,Spaghetti,C008,Bunkmates LLC,Australia,2,42,84
26/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR002,Semolina,C004,Nested Shelters,Europe,18,564.3,10157.4
26/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR007,Five Alive,C005,Prime Waters Ltd,United States,3,68.85,206.55
26/11/2019,EM013,Collins Abrahams,44123456793,London,collins.abrahams@groceryplace.com,PR006,Milk,C001,White Rock Ltd,MEA,2,45.9,91.8
26/11/2019,EM005,Francis Stallone,44123456785,Manchester,francis.stallone@groceryplace.com,PR006,Milk,C002,Sterling Homes Pty,United States,2,45.9,91.8
26/11/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR002,Semolina,C003,Holmes View Plc,Europe,3,99,297
26/11/2019,EM013,Collins Abrahams,44123456793,London,collins.abrahams@groceryplace.com,PR002,Semolina,C004,Nested Shelters,Europe,3,99,297
26/11/2019,EM015,Sylva Timotheus,44123456795,Lancaster,sylva.timotheus@groceryplace.com,PR004,Corn Flakes,C005,Prime Waters Ltd,United States,2,58,116
26/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR006,Milk,C006,Jameson & Sons,Australia,1,22.95,22.95
26/11/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR008,Power Oil,C007,Art House Publications,MEA,1,24,24
26/11/2019,EM004,Sylvester Chan,44123456784,Manchester,sylvester.chan@groceryplace.com,PR002,Semolina,C001,White Rock Ltd,MEA,2,68,136
26/11/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR007,Five Alive,C002,Sterling Homes Pty,United States,3,68.85,206.55
26/11/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR002,Semolina,C003,Holmes View Plc,Europe,2,66,132
26/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR012,Onga,C004,Nested Shelters,Europe,2,36,72
26/11/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR003,Wheat,C005,Prime Waters Ltd,United States,3,72,216
26/11/2019,EM013,Collins Abrahams,44123456793,London,collins.abrahams@groceryplace.com,PR006,Milk,C006,Jameson & Sons,Australia,2,45.9,91.8
26/11/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR007,Five Alive,C007,Art House Publications,MEA,2,45.9,91.8
26/11/2019,EM004,Sylvester Chan,44123456784,Manchester,sylvester.chan@groceryplace.com,PR003,Wheat,C008,Bunkmates LLC,Australia,2,46,92
26/11/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR002,Semolina,C004,Nested Shelters,Europe,1,34,34
26/11/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR001,Rice,C005,Prime Waters Ltd,United States,1,19.95,19.95
26/11/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR005,Milo,C001,White Rock Ltd,MEA,2,159.9,319.8
26/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR012,Onga,C001,White Rock Ltd,MEA,12,205.2,2462.4
26/11/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR004,Corn Flakes,C002,Sterling Homes Pty,United States,1,29,29
26/11/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR010,Noodles,C003,Holmes View Plc,Europe,2,47,94
26/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR006,Milk,C004,Nested Shelters,Europe,3,68.85,206.55
26/11/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR011,Biscuits,C005,Prime Waters Ltd,United States,2,53,106
26/11/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR001,Rice,C006,Jameson & Sons,Australia,1,19.95,19.95
26/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR003,Wheat,C007,Art House Publications,MEA,2,46,92
26/11/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR002,Semolina,C008,Bunkmates LLC,Australia,3,99,297
26/11/2019,EM013,Collins Abrahams,44123456793,London,collins.abrahams@groceryplace.com,PR007,Five Alive,C004,Nested Shelters,Europe,3,68.85,206.55
26/11/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR012,Onga,C005,Prime Waters Ltd,United States,1,19,19
26/11/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR004,Corn Flakes,C001,White Rock Ltd,MEA,2,56,112
26/11/2019,EM014,Adrian Codley,44123456794,Lancaster,adrian.codley@groceryplace.com,PR005,Milo,C002,Sterling Homes Pty,United States,1,75.95,75.95
26/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR005,Milo,C003,Holmes View Plc,Europe,3,227.85,683.55
26/11/2019,EM008,Isabel Wright,44123456788,London,isabel.wright@groceryplace.com,PR010,Noodles,C004,Nested Shelters,Europe,2,45,90
26/11/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR002,Semolina,C005,Prime Waters Ltd,United States,1,32,32
26/11/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR002,Semolina,C006,Jameson & Sons,Australia,1,34,34
26/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR006,Milk,C007,Art House Publications,MEA,3,65.85,197.55
26/11/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR002,Semolina,C001,White Rock Ltd,MEA,2,68,136
26/11/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR007,Five Alive,C002,Sterling Homes Pty,United States,3,68.85,206.55
26/11/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR007,Five Alive,C003,Holmes View Plc,Europe,1,22.95,22.95
26/11/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR011,Biscuits,C004,Nested Shelters,Europe,4,110,440
26/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR001,Rice,C005,Prime Waters Ltd,United States,1,18.95,18.95
26/11/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR002,Semolina,C006,Jameson & Sons,Australia,2,66,132
27/11/2019,EM005,Francis Stallone,44123456785,Manchester,francis.stallone@groceryplace.com,PR002,Semolina,C007,Art House Publications,MEA,2,66,132
27/11/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR001,Rice,C008,Bunkmates LLC,Australia,2,39.9,79.8
27/11/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR009,Spaghetti,C004,Nested Shelters,Europe,2,40,80
27/11/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR001,Rice,C005,Prime Waters Ltd,United States,3,59.85,179.55
27/11/2019,EM013,Collins Abrahams,44123456793,London,collins.abrahams@groceryplace.com,PR005,Milo,C001,White Rock Ltd,MEA,3,239.85,719.55
27/11/2019,EM004,Sylvester Chan,44123456784,Manchester,sylvester.chan@groceryplace.com,PR010,Noodles,C001,White Rock Ltd,MEA,2,47,94
27/11/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR003,Wheat,C002,Sterling Homes Pty,United States,2,50,100
27/11/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR002,Semolina,C003,Holmes View Plc,Europe,2,64,128
27/11/2019,EM008,Isabel Wright,44123456788,London,isabel.wright@groceryplace.com,PR008,Power Oil,C004,Nested Shelters,Europe,2,48,96
27/11/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR002,Semolina,C005,Prime Waters Ltd,United States,6,198,1188
27/11/2019,EM008,Isabel Wright,44123456788,London,isabel.wright@groceryplace.com,PR001,Rice,C006,Jameson & Sons,Australia,20,379,7580
27/11/2019,EM015,Sylva Timotheus,44123456795,Lancaster,sylva.timotheus@groceryplace.com,PR002,Semolina,C007,Art House Publications,MEA,4,136,544
27/11/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR006,Milk,C008,Bunkmates LLC,Australia,2,45.9,91.8
27/11/2019,EM004,Sylvester Chan,44123456784,Manchester,sylvester.chan@groceryplace.com,PR005,Milo,C004,Nested Shelters,Europe,2,159.9,319.8
27/11/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR002,Semolina,C005,Prime Waters Ltd,United States,3,99,297
27/11/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR002,Semolina,C001,White Rock Ltd,MEA,2,66,132
27/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR008,Power Oil,C002,Sterling Homes Pty,United States,3,72,216
27/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR007,Five Alive,C003,Holmes View Plc,Europe,2,45.9,91.8
27/11/2019,EM014,Adrian Codley,44123456794,Lancaster,adrian.codley@groceryplace.com,PR008,Power Oil,C004,Nested Shelters,Europe,1,24,24
27/11/2019,EM008,Isabel Wright,44123456788,London,isabel.wright@groceryplace.com,PR010,Noodles,C005,Prime Waters Ltd,United States,2,45,90
27/11/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR001,Rice,C006,Jameson & Sons,Australia,2,37.9,75.8
27/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR004,Corn Flakes,C007,Art House Publications,MEA,13,358.15,4655.95
27/11/2019,EM013,Collins Abrahams,44123456793,London,collins.abrahams@groceryplace.com,PR010,Noodles,C001,White Rock Ltd,MEA,10,225,2250
27/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR004,Corn Flakes,C002,Sterling Homes Pty,United States,3,87,261
27/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR011,Biscuits,C003,Holmes View Plc,Europe,2,55,110
27/11/2019,EM015,Sylva Timotheus,44123456795,Lancaster,sylva.timotheus@groceryplace.com,PR006,Milk,C004,Nested Shelters,Europe,1,22.95,22.95
27/11/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR007,Five Alive,C005,Prime Waters Ltd,United States,3,68.85,206.55
27/11/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR007,Five Alive,C006,Jameson & Sons,Australia,1,21.95,21.95
27/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR002,Semolina,C007,Art House Publications,MEA,3,99,297
27/11/2019,EM013,Collins Abrahams,44123456793,London,collins.abrahams@groceryplace.com,PR011,Biscuits,C008,Bunkmates LLC,Australia,2,55,110
27/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR003,Wheat,C004,Nested Shelters,Europe,2,48,96
27/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR002,Semolina,C005,Prime Waters Ltd,United States,1,33,33
27/11/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR001,Rice,C001,White Rock Ltd,MEA,1,19.95,19.95
27/11/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR006,Milk,C001,White Rock Ltd,MEA,5,114.75,573.75
27/11/2019,EM008,Isabel Wright,44123456788,London,isabel.wright@groceryplace.com,PR001,Rice,C002,Sterling Homes Pty,United States,25,473.75,11843.75
27/11/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR011,Biscuits,C003,Holmes View Plc,Europe,23,600.99,13822.77
27/11/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR002,Semolina,C004,Nested Shelters,Europe,1,34,34
27/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR001,Rice,C005,Prime Waters Ltd,United States,14,265.3,3714.2
27/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR009,Spaghetti,C006,Jameson & Sons,Australia,2,42,84
27/11/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR006,Milk,C007,Art House Publications,MEA,1,22.95,22.95
27/11/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR007,Five Alive,C008,Bunkmates LLC,Australia,2,45.9,91.8
27/11/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR008,Power Oil,C004,Nested Shelters,Europe,2,48,96
27/11/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR001,Rice,C005,Prime Waters Ltd,United States,1,19.95,19.95
27/11/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR001,Rice,C001,White Rock Ltd,MEA,2,39.9,79.8
27/11/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR007,Five Alive,C002,Sterling Homes Pty,United States,3,68.85,206.55
27/11/2019,EM005,Francis Stallone,44123456785,Manchester,francis.stallone@groceryplace.com,PR007,Five Alive,C003,Holmes View Plc,Europe,3,68.85,206.55
27/11/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR004,Corn Flakes,C004,Nested Shelters,Europe,3,87,261
27/11/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR004,Corn Flakes,C005,Prime Waters Ltd,United States,3,84,252
27/11/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR002,Semolina,C006,Jameson & Sons,Australia,2,68,136
27/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR002,Semolina,C007,Art House Publications,MEA,2,64,128
27/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR010,Noodles,C001,White Rock Ltd,MEA,1,23.5,23.5
27/11/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR006,Milk,C002,Sterling Homes Pty,United States,1,22.95,22.95
27/11/2019,EM014,Adrian Codley,44123456794,Lancaster,adrian.codley@groceryplace.com,PR005,Milo,C003,Holmes View Plc,Europe,2,155.9,311.8
27/11/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR009,Spaghetti,C004,Nested Shelters,Europe,2,42,84
28/11/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR007,Five Alive,C005,Prime Waters Ltd,United States,3,68.85,206.55
28/11/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR006,Milk,C006,Jameson & Sons,Australia,2,45.9,91.8
28/11/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR007,Five Alive,C007,Art House Publications,MEA,4,91.8,367.2
28/11/2019,EM004,Sylvester Chan,44123456784,Manchester,sylvester.chan@groceryplace.com,PR008,Power Oil,C008,Bunkmates LLC,Australia,2,46,92
28/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR004,Corn Flakes,C004,Nested Shelters,Europe,14,399,5586
28/11/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR002,Semolina,C005,Prime Waters Ltd,United States,3,102,306
28/11/2019,EM015,Sylva Timotheus,44123456795,Lancaster,sylva.timotheus@groceryplace.com,PR009,Spaghetti,C001,White Rock Ltd,MEA,3,60,180
28/11/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR001,Rice,C001,White Rock Ltd,MEA,2,37.9,75.8
28/11/2019,EM008,Isabel Wright,44123456788,London,isabel.wright@groceryplace.com,PR007,Five Alive,C002,Sterling Homes Pty,United States,2,45.9,91.8
28/11/2019,EM004,Sylvester Chan,44123456784,Manchester,sylvester.chan@groceryplace.com,PR002,Semolina,C003,Holmes View Plc,Europe,1,32,32
28/11/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR001,Rice,C004,Nested Shelters,Europe,2,39.9,79.8
28/11/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR003,Wheat,C005,Prime Waters Ltd,United States,2,50,100
28/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR002,Semolina,C006,Jameson & Sons,Australia,1,34,34
28/11/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR007,Five Alive,C007,Art House Publications,MEA,3,68.85,206.55
28/11/2019,EM015,Sylva Timotheus,44123456795,Lancaster,sylva.timotheus@groceryplace.com,PR003,Wheat,C008,Bunkmates LLC,Australia,2,50,100
28/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR007,Five Alive,C004,Nested Shelters,Europe,4,87.8,351.2
28/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR012,Onga,C005,Prime Waters Ltd,United States,3,54,162
28/11/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR005,Milo,C001,White Rock Ltd,MEA,2,159.9,319.8
28/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR009,Spaghetti,C002,Sterling Homes Pty,United States,2,42,84
28/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR008,Power Oil,C003,Holmes View Plc,Europe,2,46,92
28/11/2019,EM015,Sylva Timotheus,44123456795,Lancaster,sylva.timotheus@groceryplace.com,PR003,Wheat,C004,Nested Shelters,Europe,2,50,100
28/11/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR008,Power Oil,C005,Prime Waters Ltd,United States,2,46,92
28/11/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR006,Milk,C006,Jameson & Sons,Australia,3,68.85,206.55
28/11/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR008,Power Oil,C007,Art House Publications,MEA,11,261.25,2873.75
28/11/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR002,Semolina,C001,White Rock Ltd,MEA,3,99,297
28/11/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR007,Five Alive,C002,Sterling Homes Pty,United States,1,22.95,22.95
28/11/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR012,Onga,C003,Holmes View Plc,Europe,3,54,162
28/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR001,Rice,C004,Nested Shelters,Europe,3,59.85,179.55
28/11/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR002,Semolina,C005,Prime Waters Ltd,United States,3,99,297
28/11/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR007,Five Alive,C006,Jameson & Sons,Australia,2,45.9,91.8
28/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR010,Noodles,C007,Art House Publications,MEA,2,45,90
28/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR011,Biscuits,C008,Bunkmates LLC,Australia,19,478.42,9089.98
28/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR004,Corn Flakes,C004,Nested Shelters,Europe,1,28,28
28/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR001,Rice,C005,Prime Waters Ltd,United States,3,56.85,170.55
28/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR004,Corn Flakes,C001,White Rock Ltd,MEA,2,56,112
28/11/2019,EM013,Collins Abrahams,44123456793,London,collins.abrahams@groceryplace.com,PR001,Rice,C001,White Rock Ltd,MEA,3,59.85,179.55
28/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR010,Noodles,C002,Sterling Homes Pty,United States,3,67.5,202.5
28/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR006,Milk,C003,Holmes View Plc,Europe,3,68.85,206.55
28/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR005,Milo,C004,Nested Shelters,Europe,2,159.9,319.8
28/11/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR008,Power Oil,C005,Prime Waters Ltd,United States,3,72,216
28/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR006,Milk,C006,Jameson & Sons,Australia,4,91.8,367.2
28/11/2019,EM008,Isabel Wright,44123456788,London,isabel.wright@groceryplace.com,PR003,Wheat,C007,Art House Publications,MEA,2,48,96
28/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR003,Wheat,C008,Bunkmates LLC,Australia,3,75,225
28/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR002,Semolina,C004,Nested Shelters,Europe,3,99,297
28/11/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR007,Five Alive,C005,Prime Waters Ltd,United States,1,22.95,22.95
28/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR002,Semolina,C001,White Rock Ltd,MEA,23,699.2,16081.6
28/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR007,Five Alive,C002,Sterling Homes Pty,United States,5,109.75,548.75
28/11/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR001,Rice,C003,Holmes View Plc,Europe,2,37.9,75.8
28/11/2019,EM004,Sylvester Chan,44123456784,Manchester,sylvester.chan@groceryplace.com,PR008,Power Oil,C004,Nested Shelters,Europe,4,100,400
28/11/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR002,Semolina,C005,Prime Waters Ltd,United States,2,68,136
28/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR008,Power Oil,C006,Jameson & Sons,Australia,4,96,384
28/11/2019,EM004,Sylvester Chan,44123456784,Manchester,sylvester.chan@groceryplace.com,PR002,Semolina,C007,Art House Publications,MEA,3,102,306
28/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR012,Onga,C001,White Rock Ltd,MEA,2,36,72
28/11/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR010,Noodles,C002,Sterling Homes Pty,United States,3,67.5,202.5
28/11/2019,EM013,Collins Abrahams,44123456793,London,collins.abrahams@groceryplace.com,PR008,Power Oil,C003,Holmes View Plc,Europe,1,24,24
28/11/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR002,Semolina,C004,Nested Shelters,Europe,24,775.2,18604.8
28/11/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR007,Five Alive,C005,Prime Waters Ltd,United States,3,68.85,206.55
29/11/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR003,Wheat,C006,Jameson & Sons,Australia,3,72,216
29/11/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR005,Milo,C007,Art House Publications,MEA,2,159.9,319.8
29/11/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR001,Rice,C008,Bunkmates LLC,Australia,4,79.8,319.2
29/11/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR008,Power Oil,C004,Nested Shelters,Europe,3,75,225
29/11/2019,EM004,Sylvester Chan,44123456784,Manchester,sylvester.chan@groceryplace.com,PR007,Five Alive,C005,Prime Waters Ltd,United States,1,21.95,21.95
